11120	13043
1529	5851
12681	23427
14161	15934
11170	21909
1583	17899
23479	24424
881	23405
11585	21235
12202	19542
5511	8726
218	13351
16300	21632
6981	14945
1516	7492
18031	18516
17576	17621
1874	9002
22593	23166
17992	21390
7897	12219
281	12825
10817	19774
14196	22772
5352	11635
4070	4701
21767	21768
14592	16465
13207	15949
24012	24312
14327	16667
5063	10833
4836	22174
10854	16608
3184	6032
6930	14406
6175	8064
1886	15824
23646	23920
78	3844
2264	24009
2145	8248
11980	23656
4150	4691
16288	19334
9543	21331
10317	10893
10943	23438
14874	18398
7656	20634
18587	23888
7013	9810
9814	20512
11402	18225
12111	21614
14389	22904
3308	14513
3262	12927
11327	19824
2813	20229
10137	23654
13122	18443
1960	12120
7769	14837
9953	24200
5054	5470
4155	21556
8358	12644
1870	7710
11335	22566
3196	22885
21895	23389
2480	18387
810	21881
8125	9683
5124	7398
1258	1983
8019	22494
3043	16449
12081	12773
16222	23912
10442	22998
627	20696
10887	13995
8019	13356
5277	19493
16035	16058
2858	10694
10280	17411
6945	14561
6994	18938
796	11926
9365	17071
8265	12708
992	5130
370	3889
8078	13028
23593	23688
11398	11918
579	4831
8893	13430
519	11929
1038	18900
2456	13603
2706	7294
13244	23200
11863	23401
6927	21854
3353	14414
2550	3383
9613	21378
5990	17732
10438	16307
515	16678
13676	21917
11255	16599
3442	9689
336	16742
9894	14031
1240	15333
6474	7673
8930	15321
1388	23735
15350	23858
13578	14381
2716	22424
16104	18775
6825	14251
2378	18750
742	3083
26	15196
4402	20610
12836	21000
1136	14243
6309	6768
13598	22631
5798	13720
3231	11822
7078	18601
6545	19246
14010	22099
3132	12266
9301	19063
2846	23326
1409	2506
8138	20205
14474	23365
16067	21989
6868	9666
2682	7597
15158	20305
10025	17993
5514	10701
7238	11209
1954	15679
4079	5071
4126	18732
3398	19235
14725	19731
3923	24423
8438	13722
5916	9750
20287	22359
4297	19562
9868	19043
22652	23417
3720	11255
13254	13524
3130	17358
423	9060
10324	23812
20532	24089
9178	23169
1965	18975
2920	23559
3078	9285
107	2087
2787	19189
12223	12325
1097	20431
834	16286
3579	16594
4995	6780
5840	10658
14552	20866
2670	8040
19980	20139
7805	18343
10050	20568
399	6571
658	23835
15166	15414
