2490	4166
1804	7525
556	3260
3706	7296
692	5271
5071	5217
5830	6063
5349	5594
5455	6432
5477	6870
3737	4727
2058	3195
5862	6710
2139	6416
3634	4741
6060	6972
37	2025
6587	7356
2	3544
2993	4803
692	6071
826	2167
6181	7131
2266	6236
3809	6004
595	4582
2423	4124
3702	6416
5675	5802
5608	6558
614	2058
1909	5525
2438	4603
6813	7390
1335	6599
6536	7479
7200	7448
1451	7571
4572	7210
1032	5443
2426	4252
1406	7426
2004	3865
232	6906
2253	6264
1387	2180
3224	3809
5047	5127
2330	7116
1560	2320
260	4422
4169	6679
2080	5500
1309	4151
1785	7427
368	3809
1615	5758
2262	3830
375	1340
5935	6012
896	2863
630	6260
3647	4808
4135	7223
160	3257
2980	3380
369	7146
1761	3543
3260	6389
1372	4135
3651	6437
4135	7021
3809	3896
1548	5076
3147	3453
3971	3974
2387	6143
2112	2122
5514	7472
2171	4831
547	1491
510	5335
4124	7118
3809	6818
2018	6874
553	5111
339	2614
277	1593
3959	5730
2972	3686
1800	2826
3976	6386
2980	3766
157	693
1003	6463
723	1548
840	4201
508	1920
887	1649
2530	5265
274	4794
887	5361
164	1565
538	7584
948	7468
3682	5498
3324	6763
1320	6783
127	2629
331	6693
3164	4692
258	3308
848	5722
3809	7418
587	2273
673	7373
4492	6164
3435	3621
5458	6037
261	3034
1974	6081
1175	3320
323	3809
6411	6508
947	948
1906	4512
228	6938
405	4915
850	4480
32	4470
2618	3906
4124	5107
1605	3034
1266	3073
143	7548
770	6242
6603	7292
797	7103
2366	4990
121	520
2099	3863
1952	2666
1030	3959
1443	5543
4537	6583
2928	6476
723	7283
3589	5007
2912	2938
4985	5274
1375	2987
4619	7188
1030	3430
485	5590
770	7000
133	6034
160	3809
574	4869
6600	7132
4429	5689
2395	3809
1828	5039
3809	7198
2652	5813
2170	6763
1760	6564
2789	6870
1261	5722
2151	7455
1042	6870
1923	6156
1815	5560
3799	4427
5805	7385
4296	7590
1450	4635
2304	4504
1444	1589
50	4928
5740	6541
1836	7182
2078	4927
1423	4459
3115	6518
84	7326
3291	6554
361	6693
3261	5732
688	4823
663	4786
4308	6838
2287	3469
380	2187
3005	4449
3001	4707
1261	3812
3971	5565
1148	1510
3362	7082
2994	4563
39	4202
3680	5100
3713	4859
133	4459
139	3809
1423	6037
2419	3252
2471	4371
6131	6994
361	4166
2404	4383
3300	5589
1795	6551
4372	6479
3484	3976
4864	6037
2865	4221
4257	6416
824	7207
3376	3747
1360	2618
1822	5192
4878	5008
1908	3920
3724	7406
1251	5575
2088	2149
161	342
3338	6509
5056	6508
6034	6038
2339	4319
662	4188
3621	4078
3809	6128
2200	3754
3696	6091
3316	6596
946	6464
2629	4154
5204	7245
3711	4265
4942	6057
2428	5016
3613	6916
1690	2817
4682	6458
2491	3701
3341	4534
3681	3847
4021	6879
3323	6318
3936	5074
5298	6961
5817	6383
1833	3901
3550	7041
606	3809
1071	3326
2088	2706
4506	5794
3809	4063
4346	5491
2210	2501
946	4135
2013	6603
1437	5211
2401	3592
2560	4408
782	1268
5258	6567
31	4187
1826	5069
3809	5509
1057	4128
1164	6224
851	4230
7002	7477
621	919
4201	7197
1902	5350
2487	4580
3156	5464
4687	6426
5667	5763
1364	6542
2	508
1519	3812
2060	7399
1424	7245
887	4694
6037	6539
5511	7326
3809	4327
692	2280
93	4886
