10279	31463
694	18836
21427	33358
17784	22335
27627	34009
11191	23516
12166	15307
13989	28142
1482	21802
136	1332
7646	20292
13282	25751
12805	15301
12257	21908
6757	17566
26757	33454
23095	33776
14377	26876
2259	12494
10913	17748
28782	30621
16289	17989
679	8700
15644	30345
20270	25725
1997	14979
4538	11967
6848	30791
5250	17304
17399	18627
16615	19326
17189	29733
13582	33382
6821	11614
3062	30270
29389	30071
1484	11455
20793	23138
22721	28090
5898	24204
7701	14365
17712	30122
16512	32823
17006	19441
26627	27947
11056	31217
2624	26605
8011	9661
1859	29633
9899	30536
18560	25293
14573	20417
17103	19368
15264	33936
7923	19923
14811	20228
2078	18309
6729	33037
1860	31396
7295	30063
777	1687
4814	13120
12692	15195
6662	34405
3596	31927
4691	8203
24505	29928
11054	15819
18209	27458
19644	25744
2597	33895
3328	28408
3923	8823
20855	23703
13185	18154
21582	26490
28743	29235
13305	13901
4723	30285
5034	25103
10921	29472
967	16512
15611	30887
8545	11224
14151	15536
26434	28665
6328	30225
4168	9767
17053	33078
7666	13900
9915	27386
14241	19306
12650	27979
6559	14473
14513	30970
19450	20266
8633	10926
16347	27317
14563	18006
3064	12933
11148	26468
4751	27877
13829	22042
12686	33501
23367	28859
19756	20920
6691	26790
123	18827
12978	14474
0	31378
15293	24862
11696	19381
16780	22599
10965	21682
10266	13724
1915	14524
9521	23731
17366	30159
9742	19708
8981	12766
7439	9737
7832	18744
22782	28623
18509	24818
29072	29432
2873	32279
2793	15242
13274	21269
19955	27770
19229	26977
28933	29919
2428	17088
897	28646
18853	23504
10394	31855
6100	16878
19359	33463
4593	11924
7542	29022
5883	27852
15766	19304
14212	21766
16271	29660
8260	18379
8336	27569
10472	18209
12571	27904
3047	14836
21500	27240
9851	27823
5316	28706
7759	16206
11118	19127
20128	26319
21519	24340
22913	28748
8906	13578
6982	7561
13105	23938
1387	4659
24055	32007
3804	29645
7801	20324
7465	13704
4192	18161
10331	21879
13132	28724
6699	20013
26098	28087
7951	21247
6616	9707
3736	27007
23132	29386
1736	30652
12789	32788
13209	15109
4483	9700
11119	29522
23824	24005
12300	19195
18378	18546
6974	27890
482	15411
9895	23281
7079	11301
19024	26198
6364	29585
10503	19978
5680	15179
28101	28227
10930	28912
20036	32783
3322	13551
18636	26120
17097	21324
1233	29874
9273	14504
1322	29998
14138	19049
20703	32912
26237	33966
281	20051
2981	3900
6729	21494
4969	8102
15541	21210
6141	32802
22220	27797
21366	24813
2116	5561
11443	23741
22493	23905
27377	33507
10538	20964
4244	9406
4131	32122
3987	32669
1008	7027
3604	16064
14312	30259
5647	30932
15169	30015
498	23144
18643	28234
11905	22621
4505	30344
14527	26550
7090	7599
2367	8665
24270	29516
15713	22700
16920	29707
3742	23885
16736	22204
5568	30134
11707	16874
10759	15475
2378	11376
7527	15681
5067	18452
18265	23053
20924	29896
29159	29774
5563	20118
13694	27506
3542	23583
887	7315
26468	28047
12446	15455
17518	20556
11789	21711
28349	31730
2252	17721
9182	10226
20975	32859
1441	5608
8392	27734
6797	20777
13065	28148
6733	28925
21277	23822
16410	24432
16546	29728
15740	25932
3182	8124
2374	26352
16633	25140
4751	10927
19908	28651
2219	25779
15433	23875
5316	16534
7467	13981
5682	19875
12645	33103
521	14273
22517	34207
14232	19407
14842	18841
5223	9741
352	1762
25968	30856
15935	25476
22959	27258
2784	34388
6916	19225
19187	23396
4791	30432
26118	34349
16483	32221
7568	20139
13954	18655
15765	31960
903	7622
7418	24551
12257	13522
6504	20885
4398	34335
7129	30509
567	30629
3989	8084
6324	18430
17211	31746
26052	30158
23716	34424
5643	11572
32386	33748
17981	19263
6033	9358
11882	32568
17137	30561
5597	10357
26595	29929
15839	18339
19901	23349
4067	33776
14827	30173
2701	31259
10896	19846
3701	31471
23163	23544
4837	10110
21093	32903
1709	28849
5301	33697
25405	32497
25039	33004
2968	25983
6879	30650
6739	21547
7103	15015
16674	34124
27111	28005
9389	33217
5656	30596
25285	27459
288	31923
12956	23809
6118	31317
9212	16090
9998	14060
9824	30277
19933	31947
