13202	18317
3063	22084
1351	7828
852	17504
19080	22307
8087	11073
14710	21066
8474	15481
7848	12442
12640	21144
1823	14546
2738	8837
2840	17685
14261	20361
17055	17209
1372	5354
3342	12654
2944	18757
12177	12788
3934	8827
960	4188
17583	20452
7289	21729
9034	13922
7088	13185
287	21444
2160	20037
6193	6825
16291	22228
2905	7761
9348	17377
11140	12915
1042	1469
2088	6896
16970	22311
2825	8335
1985	8498
2815	15431
2078	12622
15075	20308
4477	16668
13020	16290
12153	21323
1226	7801
4189	15969
2081	7166
6338	15788
14850	15583
9348	13039
10367	11618
7871	18957
766	17460
11349	20889
15174	22106
9239	14506
2220	11947
8336	20924
3063	16015
2856	10818
4581	9985
3785	8151
2442	16198
9210	11657
3303	7890
15236	15615
9241	16508
1985	4382
2377	20228
6820	10744
4288	13098
7819	20612
4502	11244
2824	11972
15713	17072
4559	16636
11917	20638
1988	6782
11644	14497
3630	14778
3769	3993
7474	13262
16085	16122
4560	8883
17350	20261
14978	16652
10005	21658
3918	4396
10027	16464
5896	11003
12650	14787
4737	13787
7919	18539
617	1509
325	18079
8531	11678
2762	9514
11890	18952
5587	19438
14868	21955
15085	21231
12101	17125
9784	21473
614	7198
3600	8821
5176	21473
4786	22171
1691	8910
12599	13418
7470	9786
7289	7765
5663	17179
14352	15022
7822	7860
4863	7165
6047	20528
3936	5049
7325	19573
5149	14219
6706	18539
9706	10018
11756	17726
16509	19992
10275	12555
3955	11669
4747	8139
18187	21492
3138	11097
7195	17217
4502	18078
11332	19467
743	16723
9666	15449
15448	22241
1787	7761
11472	12654
6047	9152
15935	17186
2466	18465
3558	22008
12693	14335
15331	18952
2355	22057
1120	4335
7442	20445
3443	19643
647	12606
307	8730
3544	14870
17631	21450
1420	18056
264	12071
6154	6960
5306	16728
4003	12011
6526	12359
2442	2970
613	3972
19200	19562
1921	2422
212	18056
2149	18002
8623	18157
1453	3280
5241	11062
4153	16799
305	1780
9110	19507
9793	18040
1874	9744
4380	12651
12842	20276
15314	21512
8301	8482
961	11376
12255	16326
3912	18688
4764	10447
41	10621
8883	18512
14234	19573
2557	10510
5354	14181
7078	10468
19001	21375
3778	4225
6190	19302
1184	11755
1515	21225
4964	16895
897	11816
15612	21120
568	1517
283	17893
10369	21748
3223	5848
1379	7479
