52	1768
423	2165
703	1303
1769	2031
754	2228
1622	2070
76	2177
53	1232
766	1949
1757	2213
1148	1333
739	1482
940	2058
1417	2188
1247	1285
2111	2174
538	676
936	1097
47	1497
183	890
1303	1557
584	1986
1251	2165
424	1741
351	1065
374	1398
949	1534
1030	1745
1511	2276
1988	2185
1752	1997
1454	1756
456	2260
1574	2261
232	897
141	329
1064	1932
458	1285
890	1968
840	2270
776	2170
361	1918
433	2090
133	2105
1054	1129
141	2051
1988	2053
708	956
541	960
1969	2110
69	1960
8	508
351	1912
964	2011
1303	1898
837	1738
1613	1639
504	2236
1409	1895
418	1555
1534	2153
220	1895
746	764
577	881
663	956
855	1595
319	1921
141	1827
36	2112
1557	2013
1663	1683
1622	2165
370	572
162	890
525	1917
400	1396
89	1984
72	1769
859	1741
1058	1329
1709	1898
248	1633
1538	1622
652	1866
1633	1683
1720	2084
1097	2030
136	2158
1491	1497
1883	1939
881	1184
136	1923
754	979
530	683
927	1291
533	2075
183	1371
213	2133
572	1557
1396	1580
8	1494
1402	1770
213	2097
578	1409
133	850
1803	1843
305	355
834	1975
916	2253
922	1480
1780	1989
66	644
317	1266
1307	1623
530	1555
521	1976
162	393
72	595
888	1847
443	1988
27	1288
204	1821
501	2276
1683	2161
205	1066
116	1400
829	2236
584	1781
117	1328
1971	2175
278	1921
878	2183
1875	2027
1519	1976
1427	1448
1276	2006
754	1613
236	2030
1333	1378
2070	2223
1462	2195
27	1547
326	2020
637	1466
515	1633
923	1911
160	1875
954	1976
915	995
1050	1917
913	1741
1228	2246
8	1757
1817	2228
956	1971
524	776
737	797
910	2263
877	2190
740	2159
1229	2177
423	1224
676	1869
204	2005
1939	2237
370	970
1675	1912
1187	2224
1818	1939
393	2050
628	1976
209	2246
60	393
1237	1249
1605	2263
1184	1984
1078	1905
979	2170
308	1152
935	1987
874	1976
415	1939
718	977
351	1609
1234	1939
531	1670
989	1062
1578	2031
174	2058
1573	2254
1799	1823
992	1690
520	617
1225	1803
520	1093
97	2077
1976	2144
614	1782
1030	2259
1039	1733
482	1968
551	1321
666	795
52	1276
121	1984
80	2138
339	910
1674	2189
578	2225
979	2191
1467	1939
798	2151
213	378
1031	1092
411	742
1451	1686
1018	2081
830	1917
1920	2085
1772	1775
220	981
577	1666
1262	1613
796	2192
175	1923
1054	1210
531	2259
1039	2161
505	515
1356	2234
1150	1939
1402	1906
220	1551
1222	1847
704	2266
1263	1530
792	1356
213	2212
1430	1664
381	595
1827	1968
291	1660
927	1875
1321	1618
1706	1999
1603	1905
53	1321
217	1814
214	960
979	1984
867	1460
1911	2057
398	2246
464	2026
220	268
551	1247
1520	2027
600	2151
1520	1875
1344	2013
1799	2135
59	1917
2081	2161
41	1799
534	2145
1851	2065
115	1185
20	954
614	1261
214	1187
1339	1936
33	371
1103	2134
998	1976
1409	1762
1982	2134
1714	2051
212	1887
1852	2153
1025	1371
1356	1540
944	2143
1940	1959
614	1890
1613	1666
555	1847
50	721
479	1824
323	652
17	1665
460	1634
1230	1640
415	2246
1599	2134
448	890
88	2221
1574	1832
218	960
205	1984
824	1147
133	2249
926	2246
342	1917
339	1147
850	1995
2016	2209
1091	1474
1683	2006
1247	2223
1927	2174
1741	2210
252	1741
52	754
406	2225
1701	2191
183	1033
89	2177
881	905
766	1288
220	236
1108	1741
162	881
1058	1769
778	1777
1398	2204
1619	1939
723	924
949	1633
718	1555
1165	1530
748	2272
1429	1533
1567	1613
1563	2081
276	960
708	1023
936	1852
1152	1534
633	1108
316	1880
1333	1734
654	1132
295	2217
531	2083
299	992
500	1356
1714	1845
1369	2179
393	766
128	1007
394	637
133	1976
1137	1998
220	660
1595	2154
413	895
766	1714
1762	2236
1759	1905
322	1232
956	1547
655	1530
513	1976
723	1939
850	1261
339	594
1189	2021
912	2195
553	2266
1055	1741
10	1895
1267	1741
220	2017
520	1128
1449	1741
890	1079
667	1917
1741	2181
633	785
1286	1798
673	2203
437	1152
373	1530
8	2011
778	921
307	355
1982	2053
351	1070
231	2276
902	1918
1286	2256
1329	1797
2133	2265
829	841
347	1333
520	877
921	2254
808	1409
1847	2095
220	1153
1887	1982
393	1824
1253	1466
134	2246
1274	1937
507	1976
1243	2266
1800	2263
1786	1917
1738	1939
1024	1329
572	2204
9	1333
2168	2221
0	1667
199	2246
480	904
263	899
469	1418
520	667
1705	2157
170	1799
905	1814
1247	1495
694	1569
1572	1668
201	1674
70	1409
1555	1705
868	1333
241	1898
859	2154
404	960
1617	1976
1248	1937
1338	1968
251	1837
213	1860
1348	2058
1500	1846
632	1786
146	1959
